Year,Month,wellAPI,Wellname,BHP,Qo,Qw,Qg,CompL,FlowDays,Type,TD,reservoir,long,lat
2005,1,2ECFC837AC,Well025,15,33.30351,363.87170,13.85077,60.69554,29.99997,Producer,7509.843,Bisque,21.20440948,-33.16931844
2005,2,2ECFC837AC,Well025,15,27.24609,378.91081,14.23028,60.69554,28.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2005,3,2ECFC837AC,Well025,15,22.95982,385.97324,13.93621,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2005,8,2ECFC837AC,Well025,15,25.33575,395.48484,13.87802,60.69554,29.99997,Producer,7509.843,Bisque,21.20440948,-33.16931844
2005,9,2ECFC837AC,Well025,15,25.15923,383.04923,14.12587,60.69554,30.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2006,6,2ECFC837AC,Well025,15,35.71352,573.32958,14.32262,60.69554,30.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2006,7,2ECFC837AC,Well025,15,35.37712,525.51102,14.44567,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2006,8,2ECFC837AC,Well025,15,33.64235,510.24230,13.99169,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2006,10,2ECFC837AC,Well025,15,29.00412,525.15978,13.85925,60.69554,29.99997,Producer,7509.843,Bisque,21.20440948,-33.16931844
2006,11,2ECFC837AC,Well025,15,28.33348,540.22507,14.14051,60.69554,28.99998,Producer,7509.843,Bisque,21.20440948,-33.16931844
2006,12,2ECFC837AC,Well025,15,28.38123,546.81171,14.16434,60.69554,29.99997,Producer,7509.843,Bisque,21.20440948,-33.16931844
2007,1,2ECFC837AC,Well025,15,29.89078,465.17533,13.98537,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2007,2,2ECFC837AC,Well025,15,29.42506,446.38446,14.06039,60.69554,28.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2007,3,2ECFC837AC,Well025,15,26.50038,478.89965,14.17035,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2007,4,2ECFC837AC,Well025,15,22.59089,514.57023,14.09317,60.69554,30.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2007,10,2ECFC837AC,Well025,15,24.00271,496.47719,14.18582,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2008,3,2ECFC837AC,Well025,15,23.11605,408.59187,14.03104,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2008,9,2ECFC837AC,Well025,15,21.92836,526.90723,14.07071,60.69554,30.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2008,10,2ECFC837AC,Well025,15,21.54563,522.01987,13.82512,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2008,11,2ECFC837AC,Well025,15,21.31406,542.88159,14.07878,60.69554,30.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2008,12,2ECFC837AC,Well025,15,22.56417,528.37775,14.07650,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2009,1,2ECFC837AC,Well025,15,21.85201,521.95077,14.02171,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2009,3,2ECFC837AC,Well025,15,20.57375,533.67072,14.00159,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2009,4,2ECFC837AC,Well025,15,20.80878,570.03437,14.16154,60.69554,30.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2009,5,2ECFC837AC,Well025,15,21.44418,613.68204,14.16473,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2009,8,2ECFC837AC,Well025,15,21.40563,577.95206,14.13927,60.69554,29.99997,Producer,7509.843,Bisque,21.20440948,-33.16931844
2009,9,2ECFC837AC,Well025,15,22.32672,704.88636,14.32632,60.69554,30.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2009,10,2ECFC837AC,Well025,15,22.68997,683.85050,14.15498,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2009,11,2ECFC837AC,Well025,15,20.39784,673.74692,13.88187,60.69554,30.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2009,12,2ECFC837AC,Well025,15,21.27375,665.74321,14.05215,60.69554,29.99997,Producer,7509.843,Bisque,21.20440948,-33.16931844
2010,1,2ECFC837AC,Well025,15,16.09176,640.57585,13.89978,60.69554,29.99997,Producer,7509.843,Bisque,21.20440948,-33.16931844
2010,2,2ECFC837AC,Well025,15,17.54631,594.15450,13.58832,60.69554,26.99998,Producer,7509.843,Bisque,21.20440948,-33.16931844
2010,3,2ECFC837AC,Well025,15,19.25087,653.88775,14.41142,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2010,4,2ECFC837AC,Well025,15,21.18826,631.90876,13.99569,60.69554,30.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2010,6,2ECFC837AC,Well025,15,31.60209,602.33573,14.19461,60.69554,28.99998,Producer,7509.843,Bisque,21.20440948,-33.16931844
2010,7,2ECFC837AC,Well025,15,33.01337,563.09596,13.98916,60.69554,29.99997,Producer,7509.843,Bisque,21.20440948,-33.16931844
2010,8,2ECFC837AC,Well025,15,33.73771,590.40994,14.03136,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2010,10,2ECFC837AC,Well025,15,32.15511,576.86275,14.44301,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2010,11,2ECFC837AC,Well025,15,32.62103,548.40267,13.82291,60.69554,30.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2010,12,2ECFC837AC,Well025,15,32.00497,545.36471,14.37557,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2011,2,2ECFC837AC,Well025,15,30.46737,538.89167,14.25514,60.69554,28.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2011,3,2ECFC837AC,Well025,15,32.19975,546.75178,14.46306,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2011,4,2ECFC837AC,Well025,15,29.33985,513.75953,14.01967,60.69554,27.99999,Producer,7509.843,Bisque,21.20440948,-33.16931844
2011,5,2ECFC837AC,Well025,15,29.29224,533.49267,13.99692,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2011,6,2ECFC837AC,Well025,15,28.56411,512.91204,13.94571,60.69554,30.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2011,7,2ECFC837AC,Well025,15,26.93255,552.11719,14.40144,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2011,8,2ECFC837AC,Well025,15,28.37514,540.38884,14.16131,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2011,10,2ECFC837AC,Well025,15,27.92877,520.49072,14.25532,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2011,11,2ECFC837AC,Well025,15,26.35429,510.77124,14.09223,60.69554,28.99998,Producer,7509.843,Bisque,21.20440948,-33.16931844
2011,12,2ECFC837AC,Well025,15,26.23864,492.28684,14.03039,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2012,1,2ECFC837AC,Well025,15,25.24039,495.57341,13.82579,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2012,5,2ECFC837AC,Well025,15,24.29489,577.32320,14.35850,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2012,6,2ECFC837AC,Well025,15,23.56791,577.09519,14.30530,60.69554,30.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2012,7,2ECFC837AC,Well025,15,20.42361,539.67844,13.89941,60.69554,29.99997,Producer,7509.843,Bisque,21.20440948,-33.16931844
2012,8,2ECFC837AC,Well025,15,21.16621,554.67932,13.98112,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2012,9,2ECFC837AC,Well025,15,23.05634,528.42627,13.99479,60.69554,30.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2012,10,2ECFC837AC,Well025,15,22.64330,517.65108,14.12587,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2012,11,2ECFC837AC,Well025,15,21.15262,923.87176,13.97214,60.69554,27.99999,Producer,7509.843,Bisque,21.20440948,-33.16931844
2013,1,2ECFC837AC,Well025,15,19.39492,638.73948,14.51926,60.69554,29.99997,Producer,7509.843,Bisque,21.20440948,-33.16931844
2013,2,2ECFC837AC,Well025,15,19.66014,623.41664,14.24304,60.69554,28.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2013,3,2ECFC837AC,Well025,15,19.98332,618.85859,14.02476,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2013,4,2ECFC837AC,Well025,15,22.26801,517.89034,14.28865,60.69554,28.99998,Producer,7509.843,Bisque,21.20440948,-33.16931844
2013,5,2ECFC837AC,Well025,15,21.05056,474.59449,14.32609,60.69554,28.99997,Producer,7509.843,Bisque,21.20440948,-33.16931844
2013,11,2ECFC837AC,Well025,15,12.53349,483.79264,14.07407,60.69554,28.99998,Producer,7509.843,Bisque,21.20440948,-33.16931844
2013,12,2ECFC837AC,Well025,15,12.80889,478.41193,14.38332,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2014,5,2ECFC837AC,Well025,15,20.63057,492.63292,14.04025,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2014,6,2ECFC837AC,Well025,15,23.70628,487.22646,14.01063,60.69554,30.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2014,7,2ECFC837AC,Well025,15,23.27229,477.39633,14.12587,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2014,9,2ECFC837AC,Well025,15,20.81716,532.41471,14.16724,60.69554,30.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2014,10,2ECFC837AC,Well025,15,19.57347,517.11851,14.18025,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2014,11,2ECFC837AC,Well025,15,18.99941,524.38369,14.22318,60.69554,30.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2014,12,2ECFC837AC,Well025,15,18.75174,501.92156,14.03777,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2015,3,2ECFC837AC,Well025,15,19.08246,434.44403,14.28535,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2015,5,2ECFC837AC,Well025,15,21.33259,410.96606,14.09102,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2015,12,2ECFC837AC,Well025,15,17.91378,419.42942,13.87289,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2016,1,2ECFC837AC,Well025,15,16.92973,435.10853,14.62360,60.69554,29.99997,Producer,7509.843,Bisque,21.20440948,-33.16931844
2016,2,2ECFC837AC,Well025,15,17.09157,449.36113,14.12587,60.69554,29.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2016,3,2ECFC837AC,Well025,15,16.74489,445.00990,13.67019,60.69554,29.99997,Producer,7509.843,Bisque,21.20440948,-33.16931844
2016,6,2ECFC837AC,Well025,15,16.44973,452.46563,14.12587,60.69554,30.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2016,7,2ECFC837AC,Well025,15,15.74501,457.31520,13.67019,60.69554,29.99997,Producer,7509.843,Bisque,21.20440948,-33.16931844
2016,9,2ECFC837AC,Well025,15,16.38704,447.09098,14.12587,60.69554,30.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2016,10,2ECFC837AC,Well025,15,16.29608,456.31857,14.12587,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2017,1,2ECFC837AC,Well025,15,16.21451,439.32128,14.12587,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2017,2,2ECFC837AC,Well025,15,16.21355,447.49188,14.12587,60.69554,28.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2017,3,2ECFC837AC,Well025,15,17.43595,463.07829,14.12587,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2017,6,2ECFC837AC,Well025,15,18.03455,468.10775,13.65500,60.69554,28.99998,Producer,7509.843,Bisque,21.20440948,-33.16931844
2017,7,2ECFC837AC,Well025,15,20.32379,494.06938,14.12587,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2017,9,2ECFC837AC,Well025,15,21.00753,487.64054,14.12587,60.69554,30.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2017,11,2ECFC837AC,Well025,15,19.58583,450.41578,13.65500,60.69554,28.99998,Producer,7509.843,Bisque,21.20440948,-33.16931844
2017,12,2ECFC837AC,Well025,15,20.12211,455.39356,14.12587,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2018,3,2ECFC837AC,Well025,15,18.61499,458.88157,13.67019,60.69554,29.99997,Producer,7509.843,Bisque,21.20440948,-33.16931844
2018,5,2ECFC837AC,Well025,15,18.82073,466.22360,14.08941,60.69554,31.00000,Producer,7509.843,Bisque,21.20440948,-33.16931844
2018,7,2ECFC837AC,Well025,15,18.34716,447.64128,13.43324,60.69554,28.99997,Producer,7509.843,Bisque,21.20440948,-33.16931844
2018,8,2ECFC837AC,Well025,15,17.49966,405.96907,12.62670,60.69554,27.99998,Producer,7509.843,Bisque,21.20440948,-33.16931844
2005,1,2ECFC83806,Well035,15,35.87016,497.14781,14.13306,109.90814,29.99997,Producer,7486.877,Red,21.21233603,-33.17877677
2005,2,2ECFC83806,Well035,15,30.03832,491.25168,14.05439,109.90814,26.99998,Producer,7486.877,Red,21.21233603,-33.17877677
2005,3,2ECFC83806,Well035,15,27.95921,496.43121,13.95372,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2005,4,2ECFC83806,Well035,15,35.38436,486.53489,14.19061,109.90814,30.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2005,5,2ECFC83806,Well035,15,21.99606,504.65251,14.11415,109.90814,29.99997,Producer,7486.877,Red,21.21233603,-33.17877677
2005,6,2ECFC83806,Well035,15,37.40967,484.39077,14.48551,109.90814,28.99998,Producer,7486.877,Red,21.21233603,-33.17877677
2005,7,2ECFC83806,Well035,15,35.97364,473.96843,14.17383,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2005,8,2ECFC83806,Well035,15,31.31512,495.92926,14.35277,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2006,8,2ECFC83806,Well035,15,43.21503,454.07096,14.06577,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2006,9,2ECFC83806,Well035,15,42.93003,479.80619,14.17849,109.90814,30.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2006,10,2ECFC83806,Well035,15,41.49852,434.13836,14.33828,109.90814,29.99997,Producer,7486.877,Red,21.21233603,-33.17877677
2006,11,2ECFC83806,Well035,15,38.58796,406.75509,14.20692,109.90814,28.99998,Producer,7486.877,Red,21.21233603,-33.17877677
2006,12,2ECFC83806,Well035,15,39.75158,440.42224,14.17071,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2007,2,2ECFC83806,Well035,15,36.44044,403.98629,14.11021,109.90814,28.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2007,3,2ECFC83806,Well035,15,32.97685,396.99051,14.24241,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2007,4,2ECFC83806,Well035,15,34.19978,398.99737,14.22353,109.90814,30.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2007,5,2ECFC83806,Well035,15,34.47829,374.79173,14.33936,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2007,6,2ECFC83806,Well035,15,34.03205,397.67077,14.15377,109.90814,30.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2007,7,2ECFC83806,Well035,15,28.70992,401.93894,14.32839,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2007,10,2ECFC83806,Well035,15,26.87979,413.82379,14.03897,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2007,11,2ECFC83806,Well035,15,26.09850,378.42832,13.95546,109.90814,30.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2008,7,2ECFC83806,Well035,15,30.45078,524.49914,13.95662,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2008,8,2ECFC83806,Well035,15,27.98558,529.23845,13.96689,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2008,9,2ECFC83806,Well035,15,25.46114,538.50305,14.29538,109.90814,30.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2008,10,2ECFC83806,Well035,15,28.76268,517.72818,14.35471,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2008,11,2ECFC83806,Well035,15,26.51154,527.14797,13.84663,109.90814,30.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2008,12,2ECFC83806,Well035,15,24.95836,533.08494,14.37240,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2009,1,2ECFC83806,Well035,15,25.21401,532.08024,14.51961,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2009,2,2ECFC83806,Well035,15,25.83538,514.24711,13.81476,109.90814,28.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2009,3,2ECFC83806,Well035,15,27.42762,510.76313,13.68842,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2009,4,2ECFC83806,Well035,15,30.19107,531.48867,14.12587,109.90814,30.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2009,5,2ECFC83806,Well035,15,28.57398,563.22494,14.26054,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2009,6,2ECFC83806,Well035,15,27.25793,566.71129,14.23646,109.90814,30.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2009,7,2ECFC83806,Well035,15,27.11110,538.43897,14.15978,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2009,8,2ECFC83806,Well035,15,26.72153,525.10920,13.95631,109.90814,29.99997,Producer,7486.877,Red,21.21233603,-33.17877677
2009,9,2ECFC83806,Well035,15,27.16777,559.15065,14.18938,109.90814,30.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2009,10,2ECFC83806,Well035,15,27.53515,531.12246,13.74209,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2009,11,2ECFC83806,Well035,15,27.32292,528.45011,13.94608,109.90814,30.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2009,12,2ECFC83806,Well035,15,26.65661,507.71536,13.92240,109.90814,29.99997,Producer,7486.877,Red,21.21233603,-33.17877677
2010,1,2ECFC83806,Well035,15,26.95892,520.36991,14.08030,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2010,2,2ECFC83806,Well035,15,23.20939,502.22534,14.47901,109.90814,28.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2010,3,2ECFC83806,Well035,15,23.20939,513.83001,14.47901,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2010,4,2ECFC83806,Well035,15,19.43341,504.01478,14.07878,109.90814,30.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2010,8,2ECFC83806,Well035,15,21.90679,538.90699,14.05686,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2010,10,2ECFC83806,Well035,15,24.53025,538.40744,14.12587,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2010,11,2ECFC83806,Well035,15,24.18850,548.06047,14.29562,109.90814,30.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2010,12,2ECFC83806,Well035,15,23.78561,493.23850,14.05751,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2011,2,2ECFC83806,Well035,15,21.08433,500.91257,14.34907,109.90814,26.99998,Producer,7486.877,Red,21.21233603,-33.17877677
2011,3,2ECFC83806,Well035,15,24.17721,503.90386,14.28895,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2011,4,2ECFC83806,Well035,15,23.91804,513.60839,14.13578,109.90814,27.99999,Producer,7486.877,Red,21.21233603,-33.17877677
2011,5,2ECFC83806,Well035,15,25.62995,521.56943,14.39016,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2011,6,2ECFC83806,Well035,15,25.93916,547.19280,13.87026,109.90814,30.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2011,9,2ECFC83806,Well035,15,25.80708,596.70997,14.13620,109.90814,28.99998,Producer,7486.877,Red,21.21233603,-33.17877677
2011,10,2ECFC83806,Well035,15,26.21429,570.47290,14.01737,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2011,11,2ECFC83806,Well035,15,26.59540,452.74030,13.89043,109.90814,28.99998,Producer,7486.877,Red,21.21233603,-33.17877677
2011,12,2ECFC83806,Well035,15,27.04617,442.80239,14.12587,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2012,1,2ECFC83806,Well035,15,27.55950,428.70330,13.75424,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2012,3,2ECFC83806,Well035,15,22.95779,480.20052,14.32206,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2012,4,2ECFC83806,Well035,15,21.75434,458.08433,13.95905,109.90814,30.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2012,6,2ECFC83806,Well035,15,21.53630,461.49208,13.81913,109.90814,30.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2012,7,2ECFC83806,Well035,15,22.00621,462.75911,14.12066,109.90814,29.99997,Producer,7486.877,Red,21.21233603,-33.17877677
2012,8,2ECFC83806,Well035,15,22.56823,492.63225,14.48129,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2012,9,2ECFC83806,Well035,15,22.34559,487.77222,14.33843,109.90814,30.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2012,10,2ECFC83806,Well035,15,21.78911,461.30653,13.98135,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2012,11,2ECFC83806,Well035,15,21.67887,457.11440,13.91061,109.90814,30.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2013,1,2ECFC83806,Well035,15,20.89839,480.66297,14.22252,109.90814,29.99997,Producer,7486.877,Red,21.21233603,-33.17877677
2013,2,2ECFC83806,Well035,15,21.56730,481.25885,13.83902,109.90814,28.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2013,3,2ECFC83806,Well035,15,21.76476,479.44656,13.96573,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2013,4,2ECFC83806,Well035,15,20.64315,474.79233,14.48784,109.90814,28.99998,Producer,7486.877,Red,21.21233603,-33.17877677
2013,5,2ECFC83806,Well035,15,20.75028,471.42031,14.56303,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2013,6,2ECFC83806,Well035,15,20.92619,480.66817,14.24144,109.90814,30.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2013,8,2ECFC83806,Well035,15,21.56592,459.04603,13.83814,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2013,9,2ECFC83806,Well035,15,21.93256,487.52938,14.07340,109.90814,30.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2013,10,2ECFC83806,Well035,15,21.70795,486.25806,13.92928,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2013,11,2ECFC83806,Well035,15,22.20092,497.30063,14.24560,109.90814,30.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2013,12,2ECFC83806,Well035,15,22.25374,499.75546,14.27949,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2014,1,2ECFC83806,Well035,15,22.81171,524.01752,14.63752,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2014,2,2ECFC83806,Well035,15,22.22548,528.96645,14.26136,109.90814,28.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2014,3,2ECFC83806,Well035,15,22.30244,537.17012,14.31074,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2014,4,2ECFC83806,Well035,15,16.18158,438.14729,13.97736,109.90814,28.99998,Producer,7486.877,Red,21.21233603,-33.17877677
2014,6,2ECFC83806,Well035,15,13.76839,419.93580,14.05524,109.90814,30.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2014,7,2ECFC83806,Well035,15,14.15815,392.73482,13.82473,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2014,9,2ECFC83806,Well035,15,13.95079,448.32770,14.24144,109.90814,30.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2014,10,2ECFC83806,Well035,15,13.70569,427.99136,13.99124,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2014,12,2ECFC83806,Well035,15,16.50161,526.14755,14.25380,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2015,1,2ECFC83806,Well035,15,14.09525,411.21371,13.76331,109.90814,24.99998,Producer,7486.877,Red,21.21233603,-33.17877677
2015,3,2ECFC83806,Well035,15,15.17467,521.21678,14.81730,109.90814,29.99997,Producer,7486.877,Red,21.21233603,-33.17877677
2015,4,2ECFC83806,Well035,15,16.21512,464.00195,14.00634,109.90814,28.99998,Producer,7486.877,Red,21.21233603,-33.17877677
2015,5,2ECFC83806,Well035,15,15.57234,433.03094,13.45112,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2015,8,2ECFC83806,Well035,15,14.83583,443.13973,14.48644,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2015,12,2ECFC83806,Well035,15,15.48713,449.12669,13.91261,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2016,1,2ECFC83806,Well035,15,14.86626,471.51231,14.51616,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2016,2,2ECFC83806,Well035,15,14.89621,483.00510,14.12587,109.90814,29.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2016,3,2ECFC83806,Well035,15,15.35017,536.21818,14.12587,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2016,6,2ECFC83806,Well035,15,16.47112,489.34696,14.12587,109.90814,30.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2016,7,2ECFC83806,Well035,15,15.24203,477.67104,13.21452,109.90814,28.99997,Producer,7486.877,Red,21.21233603,-33.17877677
2016,9,2ECFC83806,Well035,15,16.39753,483.20956,14.12587,109.90814,30.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2016,10,2ECFC83806,Well035,15,16.98248,485.57206,14.12587,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2017,1,2ECFC83806,Well035,15,17.82775,457.94884,14.12587,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2017,2,2ECFC83806,Well035,15,17.24306,448.40279,14.12587,109.90814,28.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2017,4,2ECFC83806,Well035,15,17.61146,428.77277,14.12587,109.90814,30.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2017,12,2ECFC83806,Well035,15,17.50839,624.89677,14.12587,109.90814,31.00000,Producer,7486.877,Red,21.21233603,-33.17877677
2018,1,2ECFC83806,Well035,15,17.90850,562.38378,13.67019,109.90814,29.99997,Producer,7486.877,Red,21.21233603,-33.17877677
